source_dataset,account_id,label,quality_flag,feature_completeness,username,display_name,description,location,lang,created_at,account_age_days,followers_count,following_count,followers_following_ratio,tweet_count,tweets_per_day,listed_count,favourites_count,verified,default_profile,default_profile_image,description_length,username_length
Twitter Bot Training Data 2,7.09E+17,1,ok,1.0,threedesert,threedesert,wandering the threedesert // feedback to @beaugunderson,,en,Mon Mar 14 02:30:11 +0000 2016,381,204,1,102.0,7491,19.661417322834644,34,0,False,False,False,55,11
Twitter Bot Training Data 2,3408893381,1,ok,1.0,IFClueBot,IF Clue Bot,Bot by @dswxyz generates NPC/Room/Item combos from selected interactive fiction games. 215 games so far and counting! #intfiction,,en,8/8/2015 17:19,600,20,9,2.0,2311,3.8516666666666666,2,0,False,True,False,129,9
Twitter Bot Training Data 2,206616788,1,ok,1.0,dejiwall,SAMUSON,"Am crazy a little,I love parties,love tattoos,love ladies and am so in love with rock music,#LETSSAVETHEWORLD",,en,10/23/2010 10:21,2350,109,153,0.7077922077922078,24,0.0102127659574468,0,25,False,True,False,109,8
Twitter Bot Training Data 2,753547016962060289,1,ok,1.0,PokemonGONewsUS,PoKŽMon __ News US,,,en,Thu Jul 14 11:09:43 +0000 2016,259,539,10,49.0,212479,820.3822393822394,36,5,False,True,False,0,15
Twitter Bot Training Data 2,8.41E+17,1,ok,1.0,ManoelaBeta7,Manoela Beta,,,pt,3/13/2017 23:18,17,227,292,0.7747440273037542,12,0.7058823529411765,0,0,False,True,True,0,12
Twitter Bot Training Data 2,8.19E+17,1,ok,1.0,TahoeChains,Tahoe Chains Bot,"This is an experimental bot, run by @toxic. It distributes a raw feed of the Chain Control log from Truckee CHP. See also: @i80chains, @us50chains.",Lake Tahoe,en,Wed Jan 11 20:31:15 +0000 2017,78,105,4,21.0,1571,20.14102564102564,4,0,False,False,False,147,11
Twitter Bot Training Data 2,2899773086,1,ok,1.0,Every3Minutes,Every Three Minutes,[In the United States] a slave was sold on average every 3.6 minutes between 1820 and 1860 ~ Herbert Gutman,,en,11/14/2014 23:21,867,1022,0,1022.0,403392,465.2733564013841,96,0,False,False,False,107,13
Twitter Bot Training Data 2,581817134,1,ok,1.0,Anuroopjr,Francziska Buker,Meow! Let's have some fun? I'm here (my login same in tw) -  https://t.co/tjPiiGC8tH,Chickballapur,en,Wed May 16 13:04:34 +0000 2012,1779,33,1526,0.021611001964636542,1,0.0005621135469364,0,1,False,True,False,84,9
Twitter Bot Training Data 2,352748863,1,ok,1.0,ursulaflanagan,ursula flanagan,,,en,Thu Aug 11 01:34:53 +0000 2011,2058,4,19,0.2,0,0.0,0,0,False,True,True,0,14
Twitter Bot Training Data 2,4851248005,1,ok,1.0,jowueob20,Caden Wilson,"Historian & classicist with a particular interest in linguistics & philology, ancient & modern, English or not. Fair range of contemporary interests, too.","Victoria city, MN, USA",en,2/2/2016 22:44,422,1,342,0.0029154518950437317,43,0.1018957345971564,0,41,False,True,False,154,9
Twitter Bot Training Data 2,4849674150,1,ok,1.0,quitoehck27,Elliott Smith,The superior man understands what is right; the inferior man understands what will sell.,"Vancleave, MS, USA",en,2/2/2016 15:19,422,0,310,0.0,27,0.0639810426540284,0,17,False,True,False,88,11
Twitter Bot Training Data 2,7.91E+17,1,ok,1.0,HAroldbtmeme28,HAroldbtmeme28,Contributing Editor for Network Ten based in Canberra. His views contestable but his own.,"Venetian village, IL, USA",en,10/26/2016 23:15,155,1,420,0.0023752969121140144,80,0.5161290322580645,0,88,False,True,False,89,14
Twitter Bot Training Data 2,4855277593,1,ok,1.0,katharyns25,Katharyn Sanders,Cecil Hurt has covered Alabama football & basketball for the Tuscaloosa News since 1982. Available for speaking.,"Massapequa, NY, USA",en,2/3/2016 18:09,421,0,346,0.0,28,0.0665083135391924,0,14,False,True,False,112,11
Twitter Bot Training Data 2,2838477794,1,ok,1.0,hakusongs,‰ªÂ haku songs ‰ªÂ,"it turns out there have been a lot of songs written about @thricedotted's catte, haku!!! like who wouldn't write a song about this perfect bb tho :3",hakuland,en,Fri Oct 03 00:21:37 +0000 2014,909,23,0,23.0,376,0.4136413641364136,10,0,False,False,False,148,9
Twitter Bot Training Data 2,3321136547,1,ok,1.0,thewillthewisp,"The Will, The Wisp",‰Ï¥,"Poetry Department, Nereid",en,Fri Jun 12 15:30:03 +0000 2015,657,254,16,14.941176470588236,13695,20.84474885844749,31,43,False,False,False,3,14
Twitter Bot Training Data 2,2345739343,1,ok,1.0,living_newyork,Living in New York,"Bot, What people tweet about living in new york",new york,en,Sat Feb 15 20:59:32 +0000 2014,1139,20,9,2.0,445,0.3906935908691835,4,0,False,True,False,47,14
Twitter Bot Training Data 2,3041192247,1,ok,1.0,soamazingquote,So Amazing Quote!,i misattribute inspirational quotes. Created by @liza,,en,Mon Feb 16 18:47:23 +0000 2015,773,516,0,516.0,4145,5.36222509702458,27,0,False,True,False,53,14
Twitter Bot Training Data 2,7.87E+17,1,ok,1.0,loriwcute,loriwcute,"Volcom is a modern lifestyle brand that embodies the creative spirit of youth culture. The company was founded on liberation, innovation and experimentation.","Lake Lucerne, FL, USA",en,10/15/2016 4:45,166,5,464,0.010752688172043012,88,0.5301204819277109,0,78,False,True,False,157,9
Twitter Bot Training Data 2,256628776,1,ok,1.0,trinityadam,Trinity Adam,#EmailMarketing & #LinkedIn #Expert | #SocialMediaMarketing #Coach | Please ReTweet: https://t.co/D3fJUUwzfl & Like My Video: https://t.co/dSBJ2Nnhzv,United States,en,2/23/2011 18:54,2227,447990,487927,0.9181477595055008,107503,48.27256398742704,4233,4055,False,False,False,149,11
Twitter Bot Training Data 2,4847926297,1,ok,1.0,regurol1994,regurol1994,Friend of the program.,"Paoli, PA, USA",en,2/2/2016 5:43,422,1,338,0.0029498525073746312,30,0.0710900473933649,0,26,False,True,False,22,11
Twitter Bot Training Data 2,18197506,1,ok,1.0,Cardinal_Fang,Cardinal_Fang,,,en,12/17/2008 19:44,3025,255,1,127.5,12821,4.238347107438017,28,0,False,True,False,0,13
Twitter Bot Training Data 2,2955700599,1,ok,1.0,RACQUELW86,RACQUELW86,first class charmer.,"Worthington city, OH, USA",en,1/1/2015 23:46,819,16,1862,0.008588298443370907,392,0.4786324786324786,0,285,False,False,False,20,10
Twitter Bot Training Data 2,2836032643,1,ok,1.0,plzrevisit,Plz Revisit,Tweet me an image and I'll glitch it using http://t.co/fOUAcVPdjs. Complaints: @beaugunderson,,en,Tue Sep 30 21:27:53 +0000 2014,912,268,99,2.68,5099,5.5910087719298245,56,0,False,True,False,93,10
Twitter Bot Training Data 2,3795943403,1,ok,1.0,dailymoist,Daily Moist,Destigmatizing a misunderstood and unappreciated part of our vocabulary.,,en,Sun Sep 27 19:29:18 +0000 2015,550,742,38,19.025641025641026,367778,668.6872727272727,27,3,False,True,False,72,10
Twitter Bot Training Data 2,1905798763,1,ok,1.0,killcodes,Megacorp Killcodes,One tweet can bring down a company. Just a bot searching for the right letters.,,en,Wed Sep 25 23:36:41 +0000 2013,1282,61,31,1.90625,627,0.4890795631825273,14,0,False,True,False,79,9
Twitter Bot Training Data 2,4599110415,1,ok,1.0,_emo_ji,_EMO_JI,3•ü‰Ä£0•ü‰Ä£0•ü‰Ä£0•ü‰Ä£‰ã¢ tweet me pix // by @nah_solo,,en,Fri Dec 25 10:47:49 +0000 2015,461,105,1,52.5,570,1.2364425162689805,13,9,False,False,False,60,7
Twitter Bot Training Data 2,2408637672,1,ok,1.0,SadisticMedic_,¥_¢¥_¥_î¥_î¥_ƒ¥_Í¥__,''...Advisories purified.. [The Baetter],Purification in Progress.,en,Mon Mar 24 08:57:10 +0000 2014,1102,26,35,0.7222222222222222,9117,8.273139745916515,7,9,False,False,False,40,14
Twitter Bot Training Data 2,7.14E+17,1,ok,1.0,prix_fixe_exe,Prix Fixe,Today's specials. Executive chef @irondavy.,BK ‰Û¢ NY,en,Sun Mar 27 14:37:42 +0000 2016,368,13,1,6.5,1035,2.8125,2,0,False,False,False,43,13
Twitter Bot Training Data 2,19108922,1,ok,1.0,evoldir,EvolDir,"EvolDir (Evolution Directory) mailing list on topics of interest to evolutionary biologists (conferences, jobs, software, etc.). Twitter version by @rdmpage",,en,1/17/2009 12:39,2994,7724,22,335.82608695652175,16682,5.571810287241149,186,9,False,True,False,156,7
Twitter Bot Training Data 2,618294231,1,ok,1.0,_grammar_,Grammar Police,@victor_zheng developed me to alert users in whose tweets I find improper grammar—he was inspired by @StealthMountain. To publish solecisms is to abase oneself!,Follow me; see grammar errors!,en,6/25/2012 16:06,1739,38413,2,12804.333333333334,146227,84.08683151236343,438,2722,False,False,False,160,9
Twitter Bot Training Data 2,1652248890,1,ok,1.0,itsavailable,Unregistered Domains,"tweeting unregistered .com domain names 24/7. brainchild of @boozekitten, run by @labelmaker",Namespace,en,Wed Aug 07 07:05:06 +0000 2013,1331,124,158,0.779874213836478,3597,2.7024793388429758,10,55,False,False,False,92,12
Twitter Bot Training Data 2,2250581388,1,ok,1.0,everyletterbot,everyletter,Tweeting every letter in the english language.,,en-gb,Tue Dec 17 15:36:02 +0000 2013,1199,142,14,9.466666666666667,26,0.0216847372810675,12,0,False,True,False,46,14
Twitter Bot Training Data 2,2859032146,1,ok,1.0,PressXToBot,Press X to Bot,Press F to Pay Respects,,en,Mon Nov 03 15:41:20 +0000 2014,878,434,0,434.0,3033,3.454441913439636,41,0,False,False,False,23,11
Twitter Bot Training Data 2,7.92E+17,1,ok,1.0,julissaf93,julissaf93,Sprezzy but messy since 1949,"Trophy Club town, TX, USA",en,10/29/2016 22:46,152,9,462,0.019438444924406047,72,0.4736842105263157,0,84,False,True,False,28,10
Twitter Bot Training Data 2,3282129691,1,ok,1.0,IFinspiration,IF Inspiration,Bot that gives you great game ideas by mixing tags from the IFDB! (By @hlabrande),The IFDB (ifdb.tads.org),en,7/17/2015 4:56,622,44,0,44.0,1220,1.9614147909967845,5,5,False,True,True,81,13
Twitter Bot Training Data 2,4848045286,1,ok,1.0,taehyungirl30,momo,,,en,Tue Jan 26 03:10:33 +0000 2016,429,505,3673,0.13745236799129015,595,1.386946386946387,0,745,False,True,False,0,13
Twitter Bot Training Data 2,3701125272,1,ok,1.0,MagicRealismBot,Magic Realism Bot,I generate a magical story every 2 hours. Made by @chrisrodley and @yeldora_. Feedback or suggestions for new words? Email crodley@gmail.com.,,en,9/27/2015 7:19,550,67078,0,67078.0,12064,21.934545454545454,940,0,False,False,False,141,15
Twitter Bot Training Data 2,764507111665598464,1,ok,1.0,EpicSGPokemon,Epic SG PokŽmon,Uber rare and strong PokŽmon in Singapore. See more PokŽmon at https://t.co/LLiUGW8lBD\n\nFollow @SGPokeStatus for more info and status update.,Singapore,en,Sat Aug 13 17:01:14 +0000 2016,229,19048,2,6349.333333333333,220592,963.2838427947598,135,7,False,True,False,143,13
Twitter Bot Training Data 2,35346943,1,ok,1.0,pops131,pops,"I'm a retired Brit living in Taiwan.Tweet-aholic who always follow back,but be aware if you unfollow me i will unfollow you.Happy Tweets:)","Taiwan(Sanchong,Taipei)",en,4/25/2009 23:59,2896,69508,70633,0.9840586686298384,423314,146.17196132596686,441,109,False,False,False,138,7
Twitter Bot Training Data 2,8.41E+17,1,ok,1.0,ScottalenLeeRo1,Scott alen Lee Romer,,,en,Sun Mar 12 01:07:15 +0000 2017,18,0,100,0.0,0,0.0,0,0,False,True,True,0,15
Twitter Bot Training Data 2,2888761893,1,ok,1.0,face_withface,SMILINGFACE WITHFACE,"Randomly generated glitch emoji, based on http://t.co/ej5tzovHYE. Also on Tumblr. By @aparrish.",,en,Sun Nov 23 04:28:44 +0000 2014,858,30,0,30.0,1560,1.818181818181818,11,0,False,True,False,95,13
Twitter Bot Training Data 2,8.41E+17,1,ok,1.0,lvnt2000,Levent,,,en,13/03/2017 22:51,17,1,116,0.008547008547008548,1,0.0588235294117647,0,0,False,True,True,0,8
Twitter Bot Training Data 2,8.24E+17,1,ok,1.0,McdanielArmijo,Mcdaniel Armijo,"Zumba instrutor, ZumbAtomic instructor, Dance , Fitfreak Manchester",,en,Wed Jan 25 10:59:05 +0000 2017,64,0,34,0.0,61,0.953125,0,37,False,True,False,67,14
Twitter Bot Training Data 2,3376432899,1,ok,1.0,all_in_cards,All in the Cards,generating cards for a mysterious card game åá bot by @ckolderup åá #botALLY åá avatar by Dmitriy Ivanov from the Noun Project,,en,Tue Jul 14 22:01:21 +0000 2015,625,261,1,130.5,4776,7.6416,46,1,False,False,False,126,12
Twitter Bot Training Data 2,3366974463,1,ok,1.0,autocompletejok,knock knock [tab],A bot that creates hilarious joax via Google's autocomplete. By @deathmtn.,Search box,en,7/9/2015 3:24,630,1058,1,529.0,7678,12.187301587301588,83,0,False,True,False,74,15
Twitter Bot Training Data 2,2260367066,1,ok,1.0,FalalalaBot,FalalalaBot,A bot by @RandomOutput. Tweets what people on twitter think it 'Tis the Season for. Deactivated until it 'Tis the season once again.,"San Francisco, CA",en,Tue Dec 24 14:59:14 +0000 2013,1192,15,1,7.5,75,0.0629194630872483,7,2,False,True,False,132,11
Twitter Bot Training Data 2,1965236348,1,ok,1.0,msxs_2016,MSXS 2016 Talks,Previewing the MSXS Interactive 2016 conference schedule.,"Austin, TX",en,Wed Oct 16 17:45:46 +0000 2013,1261,14,0,14.0,3422,2.713719270420301,7,2,False,False,False,57,9
Twitter Bot Training Data 2,8.27E+17,1,ok,1.0,harmonsway1013,Alex,,"Illinois, USA",en,Wed Jun 01 22:12:36 +0000 2016,302,2,106,0.018691588785046728,1,0.0033112582781456,0,0,False,True,True,0,14
Twitter Bot Training Data 2,4866592001,1,ok,1.0,CTCF_Papers,CTCF Papers ?,"PubMed bot reporting all CTCF papers. Created by @gene_regulation. Also see @TF_binding_bot, @Nucleosome_Bot",,en,1/31/2016 14:15,424,344,24,13.76,161,0.3797169811320754,8,1,False,True,False,108,11
Twitter Bot Training Data 2,2267027040,1,ok,1.0,2noob2btrue,Pacha Edits,Outraged free speech warrior. Boycott Disney. Pewds dindu nuthin. Milo dindu nuthin. 40k gamer nerd (duh) Leftists are cucks. Glory to #kekistan,USA,en,12/29/2013 7:11,1187,78,221,0.35135135135135137,1953,1.645324347093513,0,261,False,False,False,144,11
Twitter Bot Training Data 2,544722510,1,ok,1.0,virus_genome,virus_genome,,,en,4/3/2012 22:25,1822,21,19,1.05,1160,0.6366630076838639,3,0,False,True,False,0,12
Twitter Bot Training Data 2,8.29E+17,1,ok,1.0,fitzpatrickmen4,fitzpatrick Mengshoe,,,en,Wed Feb 08 06:42:50 +0000 2017,50,12,33,0.35294117647058826,65,1.3,0,47,False,True,False,0,15
Twitter Bot Training Data 2,2428936177,1,ok,1.0,MetaphorMagnet,MetaphorIsMyBusiness,"A Metaphor Machine casts a baleful eye on a dull world. Check out my bro-bots for more metaphors: @MetaphorMirror,  @BotOnBotAction & @BestOfBotWorlds #botALLY","UCD, Dublin, Ireland",en,Sat Apr 05 13:42:18 +0000 2014,1090,669,7,83.625,21522,19.74495412844037,162,9396,False,False,False,159,14
Twitter Bot Training Data 2,2539843980,1,ok,1.0,imtherealdontai,Justin,,,en,Sun Mar 12 01:08:46 +0000 2017,18,0,34,0.0,0,0.0,0,0,False,True,True,0,15
Twitter Bot Training Data 2,2912837156,1,ok,1.0,everygothcolor,every goth color,"every goth knows black isn't just a single color // by @dbaker_h, idea courtesy of @mattlaschneider & inspired by @everycolorbot",,en-gb,Fri Nov 28 14:33:35 +0000 2014,853,324,0,324.0,6664,7.81242672919109,23,0,False,False,False,128,14
Twitter Bot Training Data 2,7.30E+17,1,ok,1.0,lillyb121,Lilly,I live in Texas,,en,Tue May 10 22:01:46 +0000 2016,324,283,443,0.6373873873873874,2864,8.839506172839506,1,4021,False,True,True,15,9
Twitter Bot Training Data 2,3434287275,1,ok,1.0,best_tv_recaps,Best TV Recaps,Fake recaps of your favorite TV shows ‰Û¢ bot by @ckolderup & @jamiesoncox ‰Û¢ concept by @M_Weiland #vergehackweek #botALLY,TV Land,en,Fri Aug 21 15:52:57 +0000 2015,587,95,3,23.75,2464,4.197614991482112,0,0,False,False,False,124,14
Twitter Bot Training Data 2,3491890817,1,ok,1.0,Nucleosome_Bot,Nucleosome papers ?,Literature bot reporting all papers which contain nucleosome in the abstract. Created by @Gene_Regulation,,en,8/30/2015 14:31,578,571,15,35.6875,1181,2.043252595155709,19,1,False,True,False,105,14
Twitter Bot Training Data 2,2955088535,1,ok,1.0,KathlenelTloi,Kathlene Turner,The official Twitter account of the United States Marine Corps. The appearance of links does not constitute endorsement.,"Blountville, TN, USA",en,1/1/2015 16:51,819,20,1827,0.010940919037199124,387,0.4725274725274725,0,312,False,False,False,120,13
Twitter Bot Training Data 2,7.90E+17,1,ok,1.0,NArcisal20,NArcisal20,"Amateur photographer, husband and father extraordinaire.","Hartselle city, AL, USA",en,10/24/2016 3:39,157,3,523,0.0057251908396946565,113,0.7197452229299363,0,87,False,True,False,56,10
Twitter Bot Training Data 2,7.76E+17,1,ok,1.0,PentatonicBot,Major Pentatonic,"I tweet pentatonic ditties. My friend @mididittyBOT sings them for me. To learn my notation, visit http://t.co/o5SYTE11ku.",,en,9/15/2016 17:51,196,16,25,0.6153846153846154,150,0.7653061224489796,3,1,False,False,False,122,13
Twitter Bot Training Data 2,7.49E+17,1,ok,1.0,biorxiv_micrbio,bioRxiv Microbiology,,,en,7/1/2016 15:58,272,782,0,782.0,276,1.0147058823529411,14,0,False,True,False,0,15
Twitter Bot Training Data 2,7.98E+17,1,ok,1.0,crossword_regex,regex_crossword,artisanal bot by @Objelisks,,en,Sun Nov 13 21:48:47 +0000 2016,137,6,0,6.0,241,1.7591240875912408,4,0,False,False,False,27,15
Twitter Bot Training Data 2,3326331851,1,ok,1.0,think_i_do,Think I Do,"I do stuff, I swear. #botALLY åá bot by @ckolderup",,en,Mon Jun 15 06:10:50 +0000 2015,654,187,1,93.5,10881,16.637614678899084,36,1,False,False,False,50,10
Twitter Bot Training Data 2,2708127300,1,ok,1.0,wowwwrude,wow rude,it's never not funny‹ÄÈ#botALLY‹ÄÈ#wowwwnetwork,,en,Tue Aug 05 03:20:58 +0000 2014,968,659,806,0.8166047087980174,9565,9.881198347107436,19,1,False,True,False,47,9
Twitter Bot Training Data 2,8.14E+17,1,ok,1.0,angrystepparent,Angry Step Parent,,,en,12/28/2016 2:18,92,9,89,0.1,4,0.0434782608695652,0,0,False,True,True,0,15
Twitter Bot Training Data 2,7.07E+17,1,ok,1.0,TavernOfMirth,Tavern of Mirth,A trope walks into a bar. Bot by @robdubbin. #botALLY,,en,Sun Mar 06 16:01:12 +0000 2016,389,40,0,40.0,884,2.2724935732647813,14,0,False,True,False,53,13
Twitter Bot Training Data 2,4839381338,1,ok,1.0,voasekuck87,Peter Wood,Director of Photography at The Wall Street Journal.  Avid gardener when Off Duty.,"St. Louis city, MI, USA",en,1/31/2016 10:21,424,2,350,0.005698005698005698,34,0.080188679245283,0,32,False,True,False,81,11
Twitter Bot Training Data 2,4836710328,1,ok,1.0,hihiCherylsC,Cheryl Cook,Television has brought back murder into the home - where it belongs.,"East Moline, United States",en,1/30/2016 21:26,425,1,365,0.00273224043715847,25,0.0588235294117647,0,29,False,True,False,68,12
Twitter Bot Training Data 2,2553350965,1,ok,1.0,everywordcup,@everyword cup,Fav and RT the superior word in each matchup. Goooal! A tribute to @everyword / @aparrish by @johnholdun,2014,en,Sat Jun 07 21:35:13 +0000 2014,1027,160,3,40.0,4080,3.9727361246348583,17,1,False,True,False,104,12
Twitter Bot Training Data 2,369587408,1,ok,1.0,tcellbiology,T-cell biology,Streaming freshly published papers in the field of T cell biology from all relevant journals. With us you will not miss any important discovery anymore!,,en,9/7/2011 16:19,2031,972,43,22.09090909090909,7460,3.673067454455933,24,253,False,False,False,152,12
Twitter Bot Training Data 2,2432961043,1,ok,1.0,JargonTron,JargonTron,Jargon!,Sports Hell,en,Tue Apr 08 03:11:45 +0000 2014,1087,34,22,1.4782608695652173,19078,17.551057957681692,9,0,False,True,False,7,10
Twitter Bot Training Data 2,2788297100,1,ok,1.0,MuscleStemCell,Satellite Cell Bot,Tweeting articles on muscle stem cells from pubmed RSS feeds.,,en,9/3/2014 17:12,939,176,5,29.333333333333332,5685,6.054313099041534,16,0,False,True,False,61,14
Twitter Bot Training Data 2,2748844394,1,ok,1.0,botechre,botechre,likely Autechre song titles // aåÊbot byåÊ@inky,Rochdale,en-gb,Wed Aug 20 12:04:26 +0000 2014,953,156,1,78.0,22280,23.3788037775446,19,0,False,False,False,47,8
